MMR,enter_time,wait_time,times,status,every_wait_time
788.8627126684678,2995.0077144993893,240,48,2,0
1159.0877432900809,2995.1767794007333,220,44,2,0
932.6671534230574,2995.3220553601486,205,41,2,0
1236.1807624408789,2995.3244108187428,230,46,2,0
1183.4820282970134,2995.405305589543,215,43,2,0
1094.8372265686942,2995.4281545180347,205,41,2,0
751.1650246927918,2995.461225251237,215,43,2,0
1366.8424176521114,2995.579782662841,200,40,2,0
1471.1937345379863,2995.811495222259,200,40,2,0
1541.2522904508783,2995.8941642168124,205,41,2,0
1348.5832598478437,2995.9144796392934,225,45,2,0
815.8467221094223,2995.945671446736,225,45,2,0
818.7037376665135,2995.947565577144,205,41,2,0
694.6475141648892,2995.985156519817,230,46,2,0
668.551269876418,2995.9914695218185,200,40,2,0
1063.8215492785428,2996.068987975211,220,44,2,0
1231.2925381333537,2996.078638372999,240,48,2,0
1588.3489957129702,2996.11400418365,205,41,2,0
1083.609777078293,2996.2668540218992,210,42,2,0
1185.9049308898477,2996.3494596169953,245,49,2,0
792.5453921281774,2996.4390693109845,210,42,2,0
1063.428358461302,2996.4424326383096,240,48,2,0
954.7892198329565,2996.4664788656305,220,44,2,0
1121.9892489018166,2996.484785886963,240,48,2,0
894.9384690449183,2996.4900464535153,240,48,2,0
1523.995767641892,2996.597850326536,230,46,2,0
813.4743028226461,2996.619281222078,220,44,2,0
930.6776940529895,2997.009939472804,215,43,2,0
1033.9027115455183,2997.0900653671442,240,48,2,0
1038.8624497284206,2997.1436844414816,200,40,2,0
1817.508300255179,2997.251461892701,225,45,2,0
608.2751351379835,2997.3053209234104,220,44,2,0
1011.942088224741,2997.3412871286378,200,40,2,0
958.2582039876456,2997.5722926069675,245,49,2,0
847.5892114067067,2997.8548148313303,210,42,2,0
1691.108848930391,2997.8589217200147,215,43,2,0
1031.4994618747492,2997.908785328647,215,43,2,0
1110.3400702585543,2998.016432137231,215,43,2,0
980.2468352715994,2998.1475656611656,235,47,2,0
1612.9242808499218,2998.1952768299616,215,43,2,0
1716.1512300545774,2998.241947398452,210,42,2,0
1155.9454462024714,2998.2552726983868,240,48,2,0
944.9629343781112,2998.3050218924072,225,45,2,0
1715.21192377118,2998.32037810351,245,49,2,0
1515.7314896744813,2998.3573781937516,210,42,2,0
689.1557676141342,2998.405437845977,245,49,2,0
639.5879991081076,2998.411798138066,210,42,2,0
981.3902616123518,2998.442909381956,220,44,2,0
1432.563164498357,2998.4962109492517,205,41,2,0
1020.1436011177402,2998.5784699189235,205,41,2,0
888.7764342863031,2998.593537603455,205,41,2,0
1310.4843879409425,2998.631090987092,235,47,2,0
1272.528649843722,2998.6334998099474,235,47,2,0
1251.7297110756722,2998.757079055751,245,49,2,0
1456.8197927519848,2998.850997133456,200,40,2,0
1495.9965866189837,2998.874415910521,215,43,2,0
961.1162422575227,2998.8819278483143,210,42,2,0
786.2257316032538,2998.918474739654,205,41,2,0
1372.0951865702928,2998.959942998079,200,40,2,0
1194.6573637329175,2998.970531510866,225,45,2,0
879.4454360220692,2999.000388140751,210,42,2,0
1558.8817548410182,2999.0388360160277,270,49,2,0
744.9184202853163,2999.094324498878,205,41,2,0
1533.1821135138239,2999.186340089101,230,46,2,0
1700.7101921342733,2999.186690192059,240,48,2,0
1044.0206757737803,2999.273746066286,245,49,2,0
1133.3629444413177,2999.431183101651,225,45,2,0
1642.535012226321,2999.586024432972,205,41,2,0
890.3280531397279,2999.60425686403,205,41,2,0
1161.8799318475915,2999.605147178948,235,47,2,0
1117.549330903447,2999.7701535549604,200,40,2,0
1422.3173701639828,2999.7770810426377,200,40,2,0
1641.2974464561903,2999.8632303266645,230,45,2,0
1082.3427121770185,2999.8736392309556,245,49,2,0
1136.1610100018088,2999.9426869144127,205,41,2,0
1281.5116401449789,2999.9664529795164,240,46,2,0
843.7813641859804,2999.9704790873734,235,47,2,0
985.9383862190094,3000.057481426931,205,41,2,0
1792.727825082777,3000.0805644726925,240,45,2,0
1048.2937962145465,3000.199809618615,205,41,2,0
937.9975848476724,3000.2473822160405,240,48,2,0
1132.7880805038155,3000.3013877704866,230,46,2,0
1699.814352322907,3000.361507921148,220,44,2,0
1025.3448202044328,3000.4642853449977,235,47,2,0
377.5255971497791,3000.466272725178,220,41,2,0
750.3303308337531,3000.735785150733,240,48,2,0
1608.0250148088567,3000.832121608807,215,43,2,0
1208.2667144338905,3000.925329659536,250,50,2,0
1087.9404856100523,3001.144099847086,205,41,2,0
628.5348534869047,3001.148469016897,230,46,2,0
1734.822049596092,3001.2731660369623,235,47,2,0
1281.3922472877045,3001.2839968307085,230,46,2,0
1816.7869825122532,3001.5979575934807,220,42,2,0
1223.1317180383082,3001.621422432385,255,50,2,0
1104.9617442015444,3001.7798971596203,205,41,2,0
1324.3299353240589,3002.1263311419625,205,41,2,0
1117.2445463986128,3002.201124183602,220,44,2,0
697.7265680753065,3002.224122285139,295,50,2,0
1120.3003890674577,3002.2750780640563,220,44,2,0
1204.45618507284,3002.4068549812746,220,44,2,0
1295.4327512286857,3002.454719907694,225,45,2,0
1206.44575835072,3002.555096754855,215,43,2,0
1072.7281068900375,3002.6466153793576,240,48,2,0
1544.783172040775,3002.7014881352275,275,50,2,0
1058.4790517552724,3002.751474961734,245,49,2,0
951.0950066650848,3002.960456701773,220,44,2,0
1594.6506050171954,3002.9777546595587,220,43,2,0
1093.3501039276703,3003.043456546886,235,47,2,0
1227.4264831017717,3003.213319523721,215,43,2,0
1410.551750580555,3003.2873682602085,250,49,2,0
1686.3980148921012,3003.3729799686676,275,49,2,0
1731.9847844215658,3003.482584566398,235,47,2,0
1358.911132449364,3003.4877791601857,240,48,2,0
1266.3080791741424,3003.500333910415,245,49,2,0
1315.1517187226427,3003.5486790179266,230,46,2,0
974.9094502843878,3003.5960871197594,225,45,2,0
1026.0842004892659,3003.8306987832993,265,50,2,0
1149.0926047818148,3003.9042811181325,205,41,2,0
1172.4423994311612,3003.963617255345,210,42,2,0
1116.983761536291,3003.9746262189014,205,41,2,0
996.1360148920808,3004.133679929483,215,43,2,0
852.4209330258351,3004.1827051667224,235,47,2,0
923.589627838405,3004.204459714453,210,42,2,0
1399.4930535882288,3004.3163938823373,320,50,2,0
957.9157508026711,3004.42946080313,255,48,2,0
758.049995105873,3004.452428834106,215,43,2,0
1192.760440602909,3004.5455754989143,250,50,2,0
1401.7972462446276,3004.662766008423,240,42,2,0
1371.3276348318282,3004.700794571947,205,41,2,0
1799.475981136674,3004.7682866592786,230,46,2,0
698.3910907991657,3004.990717726252,230,46,2,0
1002.2440178610359,3005.1751799757585,220,44,2,0
1004.8377200053645,3005.2077644523906,225,45,2,0
1234.8851168453775,3005.2118619379844,235,47,2,0
1510.815345819289,3005.3801393514086,210,42,2,0
1610.1562257413518,3005.4051852592265,255,49,2,0
1296.646231092158,3005.410743668285,225,45,2,0
